BlockNo_	S3300047	S3300074	S3300239
Block9108	0.81149	0.86787	0.84593
Block9109	0.78749	0.68506	0.71735
Block9110	0.66825	0.75795	0.77202
Block9111	0.83661	0.79803	0.7697
Block9112	0.8668	0.78265	0.81162
Block9113	0.21309	0.1936	0.19277
Block9114	0.06597	0.27238	0.10746
Block9115	0.61045	0.6673	0.75288
Block9116	0.81588	0.81499	0.82029
Block9117	0.65005	0.45252	0.39328
Block9118	0.85679	0.79461	0.86053
Block9119	0.21591	0.15497	0.11304
Block9120	0.85284	0.83234	0.84541
Block9121	0.73311	0.73046	0.76988
Block9122	0.06483	0.04025	0.04296
Block9123	0.73738	0.67372	0.68093
Block9124	0.75208	0.7671	0.71413
Block9125	0.78722	0.72932	0.76145
Block9126	0.00194	0.00572	0.00627
Block9127	0.81949	0.81403	0.81111
Block9128	0.71254	0.71548	0.66901
Block9129	0.84575	0.83586	0.85223
Block9130	0.89899	0.85693	0.8135
Block9131	0.76918	0.76747	0.74202
Block9132	0.01426	0.0137	0.00767
Block9133	0.63839	0.61618	0.56526
Block9134	0.82158	0.77562	0.78105
Block9135	0	0	0
Block9136	7e-05	0.00037	0
Block9137	0.846	0.83632	0.90255
Block9138	0.80575	0.82072	0.84323
Block9139	0.80837	0.75083	0.78233
Block9140	0.81049	0.54735	0.55594
Block9141	0.00023	8e-05	0.0002
Block9142	0.02685	0.02975	0.03251
Block9143	0.85772	0.84425	0.83258
Block9144	0.82323	0.81694	0.82837
Block9145	0.7131	0.73409	0.71009
Block9146	0.89787	0.89399	0.92907
Block9147	0.06415	0.07607	0.06865
Block9148	0	0.01458	0.0027
Block9149	0.84287	0.83952	0.84536
Block9150	0.13945	0.10324	0.17975
Block9151	0.75603	0.77463	0.79259
Block9152	0.84001	0.81674	0.86742
Block9153	0.09912	0.12739	0.13583
Block9154	0.18317	0.40324	0.375
Block9155	0.86788	0.86797	0.86265
Block9156	0.78483	0.75711	0.73454
Block9157	0.90072	0.88042	0.87619
Block9158	0.02504	0.0249	0.00996
Block9159	0.85646	0.82459	0.84251
Block9160	0.04582	0.12302	0.13574
Block9161	0.86345	0.87165	0.79938
Block9162	0.6901	0.63896	0.6273
Block9163	0.89184	0.84077	0.88672
Block9164	0.27773	0.18171	0.26076
Block9165	0.02192	0.04882	0.06604
Block9166	0.93263	0.93098	0.94088
Block9167	0.01558	0.00455	0.04161
Block9168	0	0	0
Block9169	0.10371	0.07499	0.1046
Block9170	0.39444	0.19254	0.21693
Block9171	0.5476	0.32993	0.51216
Block9172	0.10613	0.05685	0.03933
Block9173	0.78374	0.77228	0.811
Block9174	0.08747	0.16212	0.11311
Block9175	0.45616	0.49355	0.58405
Block9176	0.77525	0.71532	0.64119
Block9177	0.0736	0.06314	0.04906
Block9178	0.87321	0.88002	0.88906
Block9179	0.87561	0.8974	0.88944
Block9180	9e-05	0.02369	0.0003
Block9181	0.86379	0.85879	0.87998
Block9182	0.63126	0.48793	0.41916
Block9183	0.72126	0.67606	0.67104
Block9184	0.75578	0.7729	0.79548
Block9185	0.0012	0.00914	0
Block9186	0.83129	0.86003	0.82849
Block9187	0.78416	0.72237	0.77504
Block9188	0.79511	0.80574	0.81781
Block9189	0.77991	0.71769	0.78387
Block9190	0.92391	0.90246	0.91942
Block9191	0.00519	0.00762	0.00981
Block9192	0.12005	0.10165	0.09295
Block9193	0.0001	0.00311	0.00164
Block9194	0.88913	0.8621	0.82311
Block9195	0.22716	0.20836	0.15368
Block9196	0.63804	0.76807	0.76923
Block9197	0.6747	0.78986	0.75824
Block9198	0.87342	0.82597	0.83466
Block9199	0.03332	0.08948	0.05462
Block9200	0.04642	0.05754	0.05776
Block9201	0.89914	0.89421	0.88139
Block9202	0.61201	0.5032	0.53047
Block9203	0.82428	0.86397	0.83682
Block9204	0.37774	0.18956	0.23568
Block9205	0.70414	0.72004	0.67917
Block9206	0.79566	0.78595	0.78129
Block9207	0.02123	0.03151	0.00503
Block9208	0.04213	0.01671	0.02704
Block9209	0.80217	0.78782	0.71773
Block9210	0.06773	0.11623	0.11552
Block9211	0.72272	0.67588	0.64842
Block9212	0.68604	0.79485	0.77118
Block9213	0.80356	0.82518	0.83322
Block9214	0.77983	0.77111	0.77447
Block9215	0	0.00445	0.00529
Block9216	0.65154	0.65887	0.71886
Block9217	0.77109	0.78193	0.75548
Block9218	0.70186	0.71135	0.68462
Block9219	0.8952	0.88654	0.93915
Block9220	0.85369	0.795	0.783
Block9221	0.86271	0.81878	0.8553
Block9222	0.98084	0.92978	0.95331
Block9223	0.86658	0.84911	0.84106
Block9224	0.75456	0.76103	0.75436
Block9225	0.89353	0.88864	0.89699
Block9226	0.61047	0.68794	0.57
Block9227	0.66627	0.76828	0.75589
Block9228	0.00707	0.01182	0.01285
Block9229	0.89361	0.87028	0.80342
Block9230	0.58371	0.60352	0.53911
Block9231	0.8571	0.86418	0.85218
Block9232	0.89231	0.90551	0.87766
Block9233	0.83013	0.81766	0.82461
Block9234	0.76042	0.84272	0.77207
Block9235	0.82866	0.7868	0.78413
Block9236	0.83902	0.77438	0.85403
Block9237	0.82414	0.84534	0.81073
Block9238	0.73288	0.76049	0.73078
Block9239	0.17073	0.13129	0.16056
Block9240	0.875	0.90441	0.83696
Block9241	0.01321	0.01142	0.04606
Block9242	0.81959	0.79257	0.77045
Block9243	0.78966	0.83247	0.80348
Block9244	0.80444	0.72013	0.75302
Block9245	0.36392	0.78448	0.6891
Block9246	0.68742	0.73657	0.74968
Block9247	0.82158	0.82341	0.83872
Block9248	0.92558	0.91805	0.875
Block9249	0.78663	0.78476	0.79258
Block9250	0.7942	0.51593	0.50205
Block9251	0.8303	0.81021	0.82849
Block9252	0.00366	0.00352	0.00791
Block9253	0.00392	0.00131	0.00269
Block9254	0.56713	0.63395	0.59794
Block9255	0.03193	0.11853	0.06524
Block9256	0.65619	0.10301	0.15065
Block9257	0.8737	0.85714	0.84809
Block9258	0.85052	0.81729	0.85492
Block9259	0.88576	0.85261	0.86726
Block9260	0.85496	0.82724	0.87074
Block9261	0.74971	0.79262	0.75876
Block9262	0.7664	0.73517	0.79045
Block9263	0.92857	0.86332	0.85363
Block9264	0.8458	0.8282	0.90919
Block9265	1	0.61111	0.83333
Block9266	0.81823	0.80775	0.72645
Block9267	0.75964	0.78849	0.76159
Block9268	0.87682	0.8791	0.86566
Block9269	0.8745	0.90622	0.88199
Block9270	0.90663	0.87887	0.90566
Block9271	0.41185	0.28371	0.24636
Block9272	0.01764	0.03187	0.02314
Block9273	0.89318	0.8354	0.83224
Block9274	0.85162	0.84202	0.83413
Block9275	0.19423	0.05788	0.06525
Block9276	0.63725	0.76238	0.74503
Block9277	0.53326	0.43785	0.52994
Block9278	0.87623	0.83628	0.84479
Block9279	0.79435	0.4713	0.57796
Block9280	0.11573	0.17731	0.18528
Block9281	0.76127	0.69984	0.71582
Block9282	0.79129	0.73938	0.7605
Block9283	0.59259	0.38028	0.53704
Block9284	0.05658	0.10544	0.07158
Block9285	0.85535	0.58561	0.83021
Block9286	0.06071	0.18485	0.11525
Block9287	0.86364	0.88694	0.89049
Block9288	1	0.93827	1
Block9289	0.87222	0.89197	0.89205
Block9290	0.75577	0.67169	0.75882
Block9291	0.06676	0.16105	0.10517
Block9292	0.0068	0.00953	0.00809
Block9293	0.85362	0.87189	0.86513
Block9294	0.56094	0.71074	0.6892
Block9295	0.00528	0.00638	0.01152
Block9296	0.72927	0.71684	0.70204
Block9297	0.78492	0.75098	0.78284
Block9298	0.80529	0.78167	0.79514
Block9299	0.01101	0.02123	0.02004
Block9300	0.92308	0.81132	0.90698
Block9301	0.81089	0.81309	0.78879
Block9302	0.82238	0.78107	0.71624
Block9303	0.84375	0.80177	0.79487
Block9304	0.79797	0.80082	0.80323
Block9305	0.0004	0.00117	0.00039
Block9306	0.77224	0.86233	0.85149
Block9307	0.89153	0.84606	0.87875
Block9308	0.87671	0.93082	0.90751
Block9309	0.79898	0.76207	0.76383
Block9310	0.77867	0.67292	0.69617
Block9311	0.81134	0.69684	0.73889
Block9312	0.91614	0.90429	0.91432
Block9313	0.79869	0.80617	0.80869
Block9314	0.85557	0.86287	0.88122
Block9315	0.00162	0.02761	0.02213
Block9316	0.00036	0.00121	0.00141
Block9317	0.27887	0.42355	0.41548
Block9318	0.61632	0.14652	0.26825
Block9319	0.84149	0.88549	0.84392
Block9320	0.68545	0.6416	0.60908
Block9321	0.83934	0.79968	0.83212
Block9322	0.83084	0.73804	0.80698
Block9323	0.01243	0.01843	0.00887
Block9324	0.80225	0.76101	0.83799
Block9325	0.33373	0.0743	0.07684
Block9326	0.83417	0.81202	0.82864
Block9327	0.81495	0.75058	0.79473
Block9328	0.7865	0.79229	0.8127
Block9329	0.80454	0.81239	0.77953
Block9330	0.81113	0.77365	0.83077
Block9331	0.85442	0.77646	0.76906
Block9332	0.43469	0.48435	0.42665
Block9333	0.81463	0.37805	0.39815
Block9334	0.75428	0.75539	0.7259
Block9335	0.85112	0.81065	0.83265
Block9336	0.76858	0.71787	0.73839
Block9337	0.9025	0.8464	0.77251
Block9338	0.8197	0.83727	0.87023
Block9339	0.89937	0.83444	0.85985
Block9340	0.69546	0.81753	0.79755
Block9341	0.87537	0.89998	0.8847
Block9342	0.76458	0.63338	0.63308
Block9343	0.01984	0.02618	0.0251
Block9344	0.5011	0.40898	0.48563
Block9345	0.84986	0.85517	0.8358
Block9346	0.93483	0.93033	0.9154
Block9347	0.84331	0.86531	0.83159
Block9348	0.81615	0.82745	0.81184
Block9349	0.12329	0.2004	0.14108
Block9350	0.02842	0.03478	0.05146
Block9351	0.69526	0.54519	0.60255
Block9352	0.94737	0.75	0.8125
Block9353	0.78794	0.80979	0.80371
Block9354	0.81624	0.79738	0.79912
Block9355	0.83124	0.83235	0.87245
Block9356	0.70476	0.68782	0.62731
Block9357	0.6089	0.58036	0.61941
Block9358	0.00216	0.00902	0.01875
Block9359	0.05483	0.12083	0.08933
Block9360	0.4403	0.03879	0.7991
Block9361	0	0	0
Block9362	0.7596	0.75956	0.74056
Block9363	0.82463	0.83203	0.85354
Block9364	0.05577	0.11262	0.04374
Block9365	0.89796	0.84956	0.89815
Block9366	0.00331	0.0058	0.0102
Block9367	0.86676	0.89139	0.86376
Block9368	0.0013	0.00032	0.00205
Block9369	0.79753	0.82922	0.79184
Block9370	0.87971	0.88466	0.88808
Block9371	0.80147	0.78234	0.78447
Block9372	0.85042	0.78154	0.83128
Block9373	0.91308	0.90552	0.91113
Block9374	0.70085	0.70707	0.65039
Block9375	0.76504	0.63843	0.66238
Block9376	0.03228	0.08379	0.09699
Block9377	0.93254	0.91718	0.91049
Block9378	0.84718	0.75102	0.80984
Block9379	0.869	0.75675	0.75214
Block9380	0.85365	0.82599	0.85312
Block9381	0.85149	0.86843	0.8624
Block9382	0.63215	0.56369	0.58885
Block9383	0.95218	0.96907	0.96103
Block9384	0.74242	0.77793	0.82934
Block9385	0.94394	0.87853	0.91374
Block9386	0.05278	0.07305	0.05238
Block9387	0.85116	0.85852	0.85908
Block9388	0.4527	0.69861	0.7835
Block9389	0.0714	0.0706	0.06866
Block9390	0.85994	0.84548	0.86282
Block9391	0.04331	0.06711	0.06476
Block9392	0.78639	0.77137	0.7941
Block9393	0.6746	0.15625	0.32026
Block9394	0.01877	0.06011	0.02302
Block9395	0.84771	0.87247	0.83636
Block9396	0.89142	0.8596	0.88796
Block9397	0.2144	0.2452	0.21384
Block9398	0.81315	0.79161	0.80957
Block9399	0.86075	0.87266	0.86733
Block9400	0.05124	0.11196	0.16206
Block9401	0.89811	0.87208	0.86106
Block9402	0.16837	0.21203	0.26455
Block9403	0.90697	0.88092	0.88769
Block9404	0.01198	0.01457	0.02391
Block9405	0.86203	0.81487	0.83706
Block9406	0.77798	0.47559	0.44972
Block9407	0.80086	0.80505	0.7813
Block9408	0.87356	0.87654	0.75
Block9409	0.96162	0.9226	0.96729
Block9410	0.78062	0.83364	0.83006
Block9411	0.76747	0.69867	0.80174
Block9412	0.02507	0.00993	0.01367
Block9413	0.70219	0.67007	0.71009
Block9414	0.00662	0.03983	0.03259
Block9415	0.84	0.89552	0.84589
Block9416	0.7883	0.81133	0.7926
Block9417	0.87096	0.81123	0.8485
Block9418	0.79905	0.75928	0.76713
Block9419	0.04622	0.15459	0.06531
Block9420	0.05057	0.01821	0.0716
Block9421	0.04999	0.10255	0.10972
Block9422	0.77987	0.82523	0.80776
Block9423	0.60351	0.55266	0.52447
Block9424	0.81569	0.79718	0.79402
Block9425	0.77553	0.79767	0.78606
Block9426	0.25984	0.20971	0.19811
Block9427	0.67385	0.80922	0.80621
Block9428	0.07015	0.05543	0.04866
Block9429	0.88226	0.88996	0.89571
Block9430	0.98729	0.89879	0.89319
Block9431	0.73722	0.75324	0.76096
Block9432	0.87705	0.84673	0.82631
Block9433	0.79453	0.73345	0.75036
Block9434	0.00139	0.00659	0.01104
Block9435	0.26916	0.53414	0.47656
Block9436	0.75048	0.7297	0.76889
Block9437	0.03005	0.08034	0.0571
Block9438	0.78539	0.77383	0.75292
Block9439	0.86058	0.80267	0.80287
Block9440	0.00125	0.00178	0.00556
Block9441	0.44182	0.58402	0.60436
Block9442	0.09345	0.07225	0.05601
Block9443	0.12705	0.15397	0.14477
Block9444	0.0465	0.10667	0.0824
Block9445	0.77645	0.55763	0.73106
Block9446	0.84198	0.8279	0.85122
Block9447	0.72328	0.76273	0.74549
Block9448	0.8529	0.83045	0.84827
Block9449	0	0	0.01539
Block9450	0.8315	0.83032	0.82705
Block9451	0.06769	0.13882	0.07239
Block9452	0.15688	0.22248	0.26944
Block9453	0.90419	0.88978	0.87463
Block9454	0.86651	0.87739	0.88347
Block9455	0.00916	0.01794	0.03157
Block9456	0.01473	0.02137	0.03507
Block9457	0.80866	0.79494	0.83167
Block9458	0.01469	0.01389	0.02499
Block9459	0.48448	0.50972	0.64837
Block9460	0.80983	0.77682	0.74994
Block9461	0.87244	0.88718	0.88659
Block9462	0.88591	0.83644	0.86933
Block9463	0.72397	0.72655	0.72935
Block9464	0.69136	0.69565	0.70732
Block9465	0.72778	0.76908	0.82684
Block9466	0.90697	0.7532	0.85435
Block9467	0.03544	0.03911	0.15607
Block9468	0.82114	0.79409	0.79284
Block9469	0.64557	0.71574	0.68947
Block9470	0.01289	0.007	0.00977
Block9471	0.77504	0.61582	0.65231
Block9472	0.40504	0.44509	0.4502
Block9473	0.02036	0.07387	0.05862
Block9474	0.24243	0.27112	0.32371
Block9475	0.05214	0.04061	0.06964
Block9476	0.83924	0.84669	0.82251
Block9477	0.79095	0.70562	0.76476
Block9478	0.81146	0.75016	0.78744
Block9479	0.81285	0.83374	0.83224
Block9480	0.77863	0.78453	0.72439
Block9481	0.08812	0.06828	0.05435
Block9482	0.05934	0.15792	0.10267
Block9483	8e-05	0.00023	0.00053
Block9484	0.69645	0.67786	0.70388
Block9485	0.91001	0.77838	0.88587
Block9486	0.81683	0.78506	0.78044
Block9487	0.84233	0.77826	0.79603
Block9488	0.53432	0.70453	0.79085
Block9489	0.09918	0.08609	0.10368
Block9490	0.82956	0.82747	0.77276
Block9491	0.82917	0.83487	0.79009
Block9492	0.806	0.7781	0.79419
Block9493	0.66364	0.67007	0.69392
Block9494	0.85785	0.84007	0.85692
Block9495	0.68057	0.69923	0.712
Block9496	0.0011	0.00186	9e-05
Block9497	0.04126	0.03505	0.04442
Block9498	0.48628	0.56703	0.46369
Block9499	0.77225	0.71388	0.76672
Block9500	0.01195	0.02228	0.04199
Block9501	0.1103	0.12884	0.15558
Block9502	0.81941	0.82586	0.81329
Block9503	0.07601	0.15	0.12622
Block9504	0.00449	0.0042	0.00321
Block9505	0.36948	0.59692	0.56844
Block9506	0.81947	0.82913	0.79746
Block9507	0.55236	0.42422	0.38765
Block9508	0.78683	0.69904	0.72921
Block9509	0.85484	0.83832	0.86202
Block9510	0.45303	0.25022	0.27337
Block9511	0.70783	0.712	0.62585
Block9512	0.81198	0.84155	0.79216
Block9513	0.68587	0.81159	0.6809
Block9514	0.79533	0.79935	0.80559
Block9515	0.09949	0.10354	0.13107
Block9516	0.18573	0.13486	0.22135
Block9517	0.01228	0.014	0.01492
Block9518	0.03181	0.02254	0.01864
Block9519	0.11753	0.0911	0.1358
Block9520	0.77626	0.75676	0.74208
Block9521	0.82804	0.77648	0.80562
Block9522	0.78631	0.82211	0.79934
Block9523	0.09209	0.12131	0.10555
Block9524	0.79645	0.78727	0.82864
Block9525	0.70501	0.72668	0.74869
Block9526	0.01686	0.06688	0.0576
Block9527	0.85311	0.83831	0.84727
Block9528	0.01718	0.01218	0.012
Block9529	0.88845	0.84212	0.86944
Block9530	0.00098	0.00384	0
Block9531	0.85674	0.87208	0.88817
Block9532	0.56575	0.361	0.25133
Block9533	0.68441	0.67781	0.65265
Block9534	0.82348	0.85514	0.86128
Block9535	0.02733	0.07912	0.05303
Block9536	0.71343	0.75711	0.76801
Block9537	0.00806	0.02165	0.02783
Block9538	0.00872	0.00991	0.03113
Block9539	0.80753	0.79283	0.80466
Block9540	0.79706	0.84019	0.7711
Block9541	0.77275	0.69505	0.69702
Block9542	0.82858	0.75373	0.78
Block9543	0.17351	0.13498	0.07492
Block9544	0.92587	0.88823	0.90643
Block9545	0.78569	0.70223	0.56485
Block9546	0.91682	0.9077	0.90452
Block9547	0.83844	0.86216	0.83782
Block9548	0.87909	0.88338	0.90972
Block9549	0.80146	0.84535	0.81769
Block9550	0.11125	0.14851	0.1033
Block9551	0.81392	0.77807	0.80062
Block9552	0.9153	0.8669	0.90851
Block9553	0.70604	0.69179	0.64898
Block9554	0.06252	0.05255	0.05711
Block9555	0.92622	0.88632	0.91739
Block9556	0.87745	0.87488	0.86705
Block9557	0.86062	0.88136	0.88225
Block9558	0.39348	0.29153	0.23701
Block9559	0.81755	0.69626	0.68908
Block9560	0.75816	0.78412	0.77985
Block9561	0.9092	0.9124	0.91105
Block9562	1	1	0.8125
Block9563	0.85183	0.86364	0.84068
Block9564	0.58594	0.34779	0.47712
Block9565	0.79212	0.76257	0.75898
Block9566	0.70819	0.61031	0.56338
Block9567	0.67828	0.64419	0.66457
Block9568	0.12222	0.21803	0.16369
Block9569	0.79169	0.77108	0.75389
Block9570	0.07981	0.06228	0.03433
Block9571	0.76949	0.77111	0.71374
Block9572	0.94989	0.88263	0.90205
Block9573	0.76179	0.7026	0.66758
Block9574	0.78701	0.76464	0.78537
Block9575	0.85009	0.78157	0.8145
Block9576	0.75281	0.8029	0.78272
Block9577	0.82343	0.81918	0.8089
Block9578	0.0382	0.06751	0.06455
Block9579	0.0499	0.03505	0.02695
Block9580	0.2284	0.38914	0.36085
Block9581	0.00624	0.01272	0.00244
Block9582	0.50198	0.55603	0.63864
Block9583	0.86245	0.81207	0.87876
Block9584	0.83156	0.83334	0.84681
Block9585	0.0015	0.00393	0.00423
Block9586	0.64538	0.61613	0.55152
Block9587	0.25076	0.29173	0.34715
Block9588	0.73263	0.77792	0.82172
Block9589	0.00032	0.00377	0.0044
Block9590	0.87463	0.90111	0.87442
Block9591	0.01905	0.08971	0.05075
Block9592	0.0112	0.02121	0.04439
Block9593	0.00367	0.01367	0.01063
Block9594	0.94118	0.82609	0.87879
Block9595	0.02623	0.06876	0.04268
Block9596	0.0137	0.04101	0.02652
Block9597	0.68472	0.70795	0.65547
Block9598	0.34938	0.21633	0.18201
Block9599	0.79036	0.82525	0.82786
Block9600	0.77895	0.74253	0.76606
Block9601	0.01415	0.01092	0.01335
Block9602	0.70794	0.45812	0.48788
Block9603	0.88074	0.86302	0.87931
Block9604	0.8887	0.88911	0.90419
Block9605	0.89555	0.84387	0.84274
Block9606	0.01687	0.07841	0.02544
Block9607	0.76744	0.7541	0.83019
Block9608	0.14156	0.5505	0.4099
Block9609	0.00274	0.00942	0.00668
Block9610	0.81653	0.84379	0.83631
Block9611	0.00036	0.00194	0.00262
Block9612	0.72751	0.78199	0.77741
Block9613	0.83329	0.83674	0.83337
Block9614	0.90742	0.79247	0.8107
Block9615	0.92154	0.85534	0.86628
Block9616	0.79385	0.75591	0.77664
Block9617	0.86847	0.87126	0.87411
Block9618	0.64701	0.56165	0.52651
Block9619	0.59205	0.60565	0.5921
Block9620	0.89234	0.88158	0.86111
Block9621	0.86724	0.80196	0.83278
Block9622	0.79727	0.82667	0.81708
Block9623	0.00948	0.01877	0.0125
Block9624	0.85301	0.8756	0.85436
Block9625	0.07726	0.11003	0.17157
Block9626	0.82807	0.83574	0.84194
Block9627	0.80137	0.79403	0.77792
Block9628	0.81505	0.77296	0.77705
Block9629	0.82592	0.83853	0.81656
Block9630	0.0418	0.10853	0.08969
Block9631	0.42266	0.27464	0.24676
Block9632	0.92887	0.93757	0.92037
Block9633	0	0.00026	3e-05
Block9634	0.7914	0.78063	0.80378
Block9635	0.74375	0.78212	0.80297
Block9636	0.20877	0.24751	0.3585
Block9637	0.06106	0.07612	0.05216
Block9638	0.85561	0.89184	0.89315
Block9639	0.60417	0.56335	0.59444
Block9640	0.78083	0.81182	0.7307
Block9641	0.69017	0.80613	0.79127
Block9642	0.04743	0.13348	0.16836
Block9643	0.9046	0.87159	0.85907
Block9644	0.81931	0.75066	0.73191
Block9645	0.15242	0.2251	0.30923
Block9646	0.74908	0.80163	0.79493
Block9647	0.92308	0.66667	0.71429
Block9648	0.71496	0.7107	0.71843
Block9649	0.8756	0.9255	0.91384
Block9650	0.27741	0.26999	0.29753
Block9651	0.00158	5e-05	0.01263
Block9652	0.05153	0.15141	0.12013
Block9653	0.00902	0.01247	0.02614
Block9654	0.72222	0.60169	0.63601
Block9655	0.50823	0.53774	0.47526
Block9656	0.82124	0.83881	0.81312
Block9657	0.83847	0.8668	0.83393
Block9658	0.00969	0.01331	0.02411
Block9659	0.00668	0.00102	0.00341
Block9660	0.54358	0.52094	0.47463
Block9661	0.89153	0.89722	0.81354
Block9662	0.69758	0.67713	0.70267
Block9663	0.8048	0.78441	0.81681
Block9664	0.69309	0.53263	0.51235
Block9665	0.02806	0.06735	0.10264
Block9666	0.71417	0.77766	0.76734
Block9667	0.41362	0.51304	0.51919
Block9668	0.77061	0.45869	0.50535
Block9669	0.83672	0.8516	0.84488
Block9670	0.9	0.90909	0.89646
Block9671	0.75612	0.7544	0.77992
Block9672	0.37026	0.37714	0.36114
Block9673	0.60942	0.66183	0.7287
Block9674	0.66979	0.5825	0.60648
Block9675	0.008	0.00962	0.00866
Block9676	0.86203	0.83431	0.85986
Block9677	0.00017	0.00356	0.00287
Block9678	0.31561	0.4149	0.40197
Block9679	0.80749	0.79153	0.79536
Block9680	0.01667	0.03979	0.09201
Block9681	0.77306	0.73444	0.72799
Block9682	0.668	0.69436	0.59936
Block9683	0.04352	0.06932	0.07509
Block9684	0.75732	0.43155	0.4906
Block9685	0.83323	0.83025	0.82574
Block9686	0.86992	0.88609	0.84535
Block9687	0.16387	0.02529	0.02011
Block9688	0.78158	0.77212	0.81477
Block9689	0.89293	0.92364	0.90652
Block9690	0.10972	0.46029	0.46362
Block9691	0.55124	0.54484	0.53427
Block9692	0.69917	0.73014	0.70844
Block9693	0.78259	0.77681	0.78838
Block9694	0.02475	0.06509	0.01689
Block9695	0.02713	0.05102	0.04459
Block9696	0.84859	0.86316	0.84615
Block9697	0.01198	0.0177	0.02035
Block9698	0.84118	0.78734	0.7438
Block9699	0.87022	0.85429	0.87975
Block9700	0.81141	0.70115	0.69674
Block9701	0.92045	0.90795	0.93929
Block9702	0.01054	0.0088	0.01796
Block9703	0.83436	0.80643	0.84209
Block9704	0.72293	0.81997	0.74888
Block9705	0.68275	0.65382	0.76894
Block9706	0.80492	0.82907	0.82585
Block9707	0.87179	0.86364	0.8732
Block9708	0.86849	0.747	0.69637
Block9709	0.875	0.8	1
Block9710	0.03015	0.10846	0.10502
Block9711	0.00109	0.00341	0.00787
Block9712	0.83012	0.83669	0.85276
Block9713	0	0	0
Block9714	0.5097	0.35857	0.4589
Block9715	0.84911	0.86457	0.86021
Block9716	0.83647	0.80315	0.84472
Block9717	0.67557	0.69028	0.64739
Block9718	0.88077	0.83061	0.78459
Block9719	0.83609	0.88457	0.8239
Block9720	0.00863	0.01985	0.01368
Block9721	0.77093	0.76027	0.79255
Block9722	0.81678	0.78539	0.76992
Block9723	0.81565	0.8425	0.81865
Block9724	0.02911	0.03015	0.08858
Block9725	0.78188	0.80678	0.78989
Block9726	0.60278	0.89744	0.89286
Block9727	0.68254	0.73797	0.62264
Block9728	0.58326	0.52729	0.53688
Block9729	0.06098	0.06101	0.03951
Block9730	0.75486	0.73476	0.78274
Block9731	0.05145	0.1402	0.14818
Block9732	0.89506	0.85586	0.87805
Block9733	0.68089	0.44802	0.56464
Block9734	0.82794	0.72587	0.77131
Block9735	0.78049	0.80896	0.76788
Block9736	0.93718	0.92765	0.9343
Block9737	0.04769	0.14595	0.11172
Block9738	0.75022	0.74305	0.71331
Block9739	0.70197	0.36525	0.34114
Block9740	0.97685	0.86021	0.94709
Block9741	0.75294	0.44555	0.48431
Block9742	0.03415	0.18763	0.094
Block9743	0.72786	0.70628	0.75431
Block9744	0.01436	0.01639	0.01633
Block9745	0.0192	0.04809	0.09634
Block9746	0.78966	0.66952	0.66633
Block9747	0.91821	0.92031	0.92832
Block9748	0.92669	0.86513	0.88909
Block9749	0.79959	0.75409	0.79235
Block9750	0.90909	0.79167	0.83125
Block9751	0.03762	0.03917	0.04159
Block9752	0.02594	0.02642	0.01891
Block9753	0.63273	0.6143	0.65017
Block9754	0.89557	0.885	0.90394
Block9755	0.65776	0.50825	0.59215
Block9756	0.88632	0.92033	0.88654
Block9757	0.80028	0.78845	0.78672
Block9758	0.03017	0.02931	0.04977
Block9759	0.42364	0.1604	0.17841
Block9760	0.29011	0.22801	0.21863
Block9761	0.02102	0.02103	0.03212
Block9762	0.71158	0.6897	0.52499
Block9763	0.04989	0.17813	0.19405
Block9764	0.79042	0.8374	0.77949
Block9765	0.82684	0.83816	0.81246
Block9766	0.42904	0.49587	0.49573
Block9767	0.23594	0.19203	0.18351
Block9768	0.80414	0.85022	0.84296
